"","Lake","Identifier.1","Analysis","Row","Comment","Area.44","d.13C.12C","Area.28","d.15N.14N","Identifier","drift.d13C_adj","GA1.temp","GA2.temp","slope.correction","intercept.correction","d13C_VPDB","d13C_drift.VPDB","d15N_air","d15N_air2","ProcessedOrder","DataSheetNum","People","FISH_ID","Length_mm","Depth_mm","Width_mm","TotalMass_g","VisceraMass_mg","StomContMass_mg","GonadMass_mg","Notes.and.observations...visible.eggs.","CORRECTEDDepth_mm","CORRECTEDWidth_mm","Date","Pull","FreezeDried","Groud","Packed...Tray","Packed...Mass","Packed...Date","X","lakeabv","elev_m","maxdepth_m","WatershedAreaTotal_m2","WatershedAreaofupstreamlakes_m2","Lake_Volume_m3","AddtionalUpstreamVolume_m3","PerimeterLength_m","Area_m2","SDI","Area_ha","IlluminatedBottom_morethan1_ha","MostLightLittoral_morethan50_ha","PerLit_1percentlight","PerLit_50percentofLight","X.Littoral.at.15m","Date.Started","Secchi_m","Rainbow.Trout","Brown.Trout","Total.Fish","Overnight","Notes","Set1","Set2","Set.3","Set4","Hours.net.wet","Minutes","Total.minutes","Total.hours..decimal.","CPUE","X.Elevation_m","Repro","Miles.from.Trailhead","Depth_m","USGS_ReconAlpineLakesReport","Bins","AvgDepth_m","Percent_Littoral","EB","CurrentlyStocked","Has.Natural.Repro","Name_2","Name_3","County","Latitude","Longitude","Elevation_ft","Elevation_m","SizeAcres","Hectares_convertion","Depth_ft","Jurisdiction","Wilderness","CID","GeometryID","kd","kd.below1m","kd.2pt","wateradj","onepercent.kd.2pt","fiftypercent.kd.2pt","onepercent.kd.below1m","fiftypercent.kd.below1m","Totm2overTotm3","Subm2overSubm3","ordered.lit","ordered.depth","ordered.elv","ordered.CPUE","tot.biomass","BMPU","species"
"55","Denny","TOB_RBT_05",16516,25,0.347,138.157,-15.85,27.912,5.483,"TOB_RBT_05",-15.9337660371133,-17.8845881898297,-2.76910846432086,0.965897230199123,-11.0253258041915,-26.3347969028476,-26.4157062860801,5.02380912585659,5.0417619047619,133,5,"RS mainly","TOB-RBT-05",108.1,24.8,13.2,18.5,2401,"618",NA,"from DENNY, not TOB. Ruptured abdomen.",NA,NA,"8/9/2018","1:30p",NA,NA,NA,NA,NA,3,"DEN",1335.024,70.4088,642392,0,1674032.019,0,1000.851076,57585.75637,1.176540796,5.758576,2.33878,0.889803,40.61386009,15.45178878,31.5,"8/8/2018","12.5",19,0,19,1,"","5:20p-1:30p","","","",20,10,1210,20.16666667,0.94214876,1335.024,"NULL",5.5,70.4088,"N",4,NA,"9.02","EB","Yes","NULL","Evelyn","NULL","King",47.42231021,-121.4713952,4380,1335.024,14.3,5.7870098,231,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",90,"L1064",0.196605180295265,0.213337682042557,0.224207151154811,1.327,20.54,3.09,21.59,3.25,0.383739374581222,0.383739374581222,"Denny","Denny","Denny","Denny",328,16.264462807229,"rainbow"
"56","Denny","TOB_RBT_06",18054,39,0.346,117.037,-16.909,24.402,4.268,"TOB_RBT_06",-17.2393934030937,-17.8434024110721,-2.92025178423574,0.97834568350096,-10.842984272157,-27.3858314344747,-27.7090703942486,4.1475813290888,4.10164285714286,135,5,"RS mainly","TOB-RBT-06",116.1,29.2,12.2,20.2,2765,"317",NA,"from DENNY, not TOB.",NA,NA,"8/9/2018","1:30p",NA,NA,NA,NA,NA,3,"DEN",1335.024,70.4088,642392,0,1674032.019,0,1000.851076,57585.75637,1.176540796,5.758576,2.33878,0.889803,40.61386009,15.45178878,31.5,"8/8/2018","12.5",19,0,19,1,"","5:20p-1:30p","","","",20,10,1210,20.16666667,0.94214876,1335.024,"NULL",5.5,70.4088,"N",4,NA,"9.02","EB","Yes","NULL","Evelyn","NULL","King",47.42231021,-121.4713952,4380,1335.024,14.3,5.7870098,231,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",90,"L1064",0.196605180295265,0.213337682042557,0.224207151154811,1.327,20.54,3.09,21.59,3.25,0.383739374581222,0.383739374581222,"Denny","Denny","Denny","Denny",328,16.264462807229,"rainbow"
"57","Denny","TOB_RBT_07",16663,16,0.342,118.387,-15.996,25.213,6.425,"TOB_RBT_07",-16.3975662053404,-17.6406313476923,-2.00938312808133,0.934026495829221,-11.8231829180998,-26.7638707453841,-27.1389442210016,5.86405955864674,5.87163333333333,134,5,"RS mainly","TOB-RBT-07",92.2,25.5,11.6,13,1772,"335",NA,"from DENNY, not TOB. Part of tail missing.",NA,NA,"8/9/2018","1:30p",NA,NA,NA,NA,NA,3,"DEN",1335.024,70.4088,642392,0,1674032.019,0,1000.851076,57585.75637,1.176540796,5.758576,2.33878,0.889803,40.61386009,15.45178878,31.5,"8/8/2018","12.5",19,0,19,1,"","5:20p-1:30p","","","",20,10,1210,20.16666667,0.94214876,1335.024,"NULL",5.5,70.4088,"N",4,NA,"9.02","EB","Yes","NULL","Evelyn","NULL","King",47.42231021,-121.4713952,4380,1335.024,14.3,5.7870098,231,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",90,"L1064",0.196605180295265,0.213337682042557,0.224207151154811,1.327,20.54,3.09,21.59,3.25,0.383739374581222,0.383739374581222,"Denny","Denny","Denny","Denny",328,16.264462807229,"rainbow"
"58","Denny","TOB_RBT_08",16404,18,0.344,132.777,-16.968,27.798,4.537,"TOB_RBT_08",-17.2808202613878,-17.6886136348239,-2.19903111942517,0.942568980505809,-11.6272614796629,-27.6207719408854,-27.9156266157433,4.06338085820436,4.08275,136,5,"RS mainly","TOB-RBT-08",112,37.8,13.6,19.2,2776,"1069",NA,"from DENNY, not TOB. Super full stomach.",NA,NA,"8/9/2018","1:30p",NA,NA,NA,NA,NA,3,"DEN",1335.024,70.4088,642392,0,1674032.019,0,1000.851076,57585.75637,1.176540796,5.758576,2.33878,0.889803,40.61386009,15.45178878,31.5,"8/8/2018","12.5",19,0,19,1,"","5:20p-1:30p","","","",20,10,1210,20.16666667,0.94214876,1335.024,"NULL",5.5,70.4088,"N",4,NA,"9.02","EB","Yes","NULL","Evelyn","NULL","King",47.42231021,-121.4713952,4380,1335.024,14.3,5.7870098,231,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",90,"L1064",0.196605180295265,0.213337682042557,0.224207151154811,1.327,20.54,3.09,21.59,3.25,0.383739374581222,0.383739374581222,"Denny","Denny","Denny","Denny",328,16.264462807229,"rainbow"
"59","Denny","TOB_RBT_09",16574,18,0.35,133.328,-15.506,29.416,4.719,"TOB_RBT_09",-15.4889288872947,-17.8094600808088,-3.04071453866352,0.988574145199828,-10.694028224144,-26.0228589196126,-26.0059828589623,4.28715226786389,4.28390952380952,137,5,"RS mainly","TOB-RBT-09",121.3,32.8,19.2,25.8,4268,"1289",NA,"from DENNY, not TOB. Super full stomach.",NA,NA,"8/9/2018","1:30p",NA,NA,NA,NA,NA,3,"DEN",1335.024,70.4088,642392,0,1674032.019,0,1000.851076,57585.75637,1.176540796,5.758576,2.33878,0.889803,40.61386009,15.45178878,31.5,"8/8/2018","12.5",19,0,19,1,"","5:20p-1:30p","","","",20,10,1210,20.16666667,0.94214876,1335.024,"NULL",5.5,70.4088,"N",4,NA,"9.02","EB","Yes","NULL","Evelyn","NULL","King",47.42231021,-121.4713952,4380,1335.024,14.3,5.7870098,231,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",90,"L1064",0.196605180295265,0.213337682042557,0.224207151154811,1.327,20.54,3.09,21.59,3.25,0.383739374581222,0.383739374581222,"Denny","Denny","Denny","Denny",328,16.264462807229,"rainbow"
"60","Denny","TOB_RBT_10",18043,28,0.347,115.749,-16.548,23.517,4.486,"TOB_RBT_10",-16.7852055201698,-17.8296617966559,-2.91127374417252,0.978658012423104,-10.8508586239085,-27.0456914134861,-27.2778344963912,4.36433635379981,4.31964285714286,138,5,"RS mainly","TOB-RBT-10",113.5,30.2,14.7,21.5,3366,"1446",NA,"from DENNY, not TOB. Super full stomach.",NA,NA,"8/9/2018","1:30p",NA,NA,NA,NA,NA,3,"DEN",1335.024,70.4088,642392,0,1674032.019,0,1000.851076,57585.75637,1.176540796,5.758576,2.33878,0.889803,40.61386009,15.45178878,31.5,"8/8/2018","12.5",19,0,19,1,"","5:20p-1:30p","","","",20,10,1210,20.16666667,0.94214876,1335.024,"NULL",5.5,70.4088,"N",4,NA,"9.02","EB","Yes","NULL","Evelyn","NULL","King",47.42231021,-121.4713952,4380,1335.024,14.3,5.7870098,231,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",90,"L1064",0.196605180295265,0.213337682042557,0.224207151154811,1.327,20.54,3.09,21.59,3.25,0.383739374581222,0.383739374581222,"Denny","Denny","Denny","Denny",328,16.264462807229,"rainbow"
"61","Denny","TOB_RBT_11",16586,30,0.338,133.272,-16.095,28.255,5.59,"TOB_RBT_11",-16.0665481454912,-17.8088400994749,-3.04011878457299,0.988575766899216,-10.694612241076,-26.6057392093189,-26.5776123954282,5.15694625099652,5.15490952380952,139,5,"RS mainly","TOB-RBT-11",103.5,26.7,13,16.5,2454,"844",NA,"from DENNY, not TOB. Full stomach.",NA,NA,"8/9/2018","1:30p",NA,NA,NA,NA,NA,3,"DEN",1335.024,70.4088,642392,0,1674032.019,0,1000.851076,57585.75637,1.176540796,5.758576,2.33878,0.889803,40.61386009,15.45178878,31.5,"8/8/2018","12.5",19,0,19,1,"","5:20p-1:30p","","","",20,10,1210,20.16666667,0.94214876,1335.024,"NULL",5.5,70.4088,"N",4,NA,"9.02","EB","Yes","NULL","Evelyn","NULL","King",47.42231021,-121.4713952,4380,1335.024,14.3,5.7870098,231,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",90,"L1064",0.196605180295265,0.213337682042557,0.224207151154811,1.327,20.54,3.09,21.59,3.25,0.383739374581222,0.383739374581222,"Denny","Denny","Denny","Denny",328,16.264462807229,"rainbow"
"62","Denny","TOB_RBT_12",16501,10,0.349,137.096,-16.364,29.046,4.458,"TOB_RBT_12",-16.3975064148453,-17.8734641931702,-2.76022326672157,0.966040313328793,-11.0335130505589,-26.8417967378712,-26.8741652853669,4.00446264415845,4.01676190476191,140,5,"RS mainly","TOB-RBT-12",112.6,24.2,13.1,16.6,2141,"190",NA,"from DENNY, not TOB. Empty stomach.",NA,NA,"8/9/2018","1:30p",NA,NA,NA,NA,NA,3,"DEN",1335.024,70.4088,642392,0,1674032.019,0,1000.851076,57585.75637,1.176540796,5.758576,2.33878,0.889803,40.61386009,15.45178878,31.5,"8/8/2018","12.5",19,0,19,1,"","5:20p-1:30p","","","",20,10,1210,20.16666667,0.94214876,1335.024,"NULL",5.5,70.4088,"N",4,NA,"9.02","EB","Yes","NULL","Evelyn","NULL","King",47.42231021,-121.4713952,4380,1335.024,14.3,5.7870098,231,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",90,"L1064",0.196605180295265,0.213337682042557,0.224207151154811,1.327,20.54,3.09,21.59,3.25,0.383739374581222,0.383739374581222,"Denny","Denny","Denny","Denny",328,16.264462807229,"rainbow"
"63","Denny","TOB_RBT_13",16455,16,0.346,129.621,-15.027,27.568,5.512,"TOB_RBT_13",-15.0237614597163,-17.4571690020363,-2.71444932083051,0.990319311206347,-11.0118284182906,-25.8933567077884,-25.8901495188053,5.08307737155249,5.09522619047619,141,5,"RS mainly","TOB-RBT-13",122.5,30.5,18.8,23.6,3625,"1241",NA,"from DENNY, not TOB. Full stomach.",NA,NA,"8/9/2018","1:30p",NA,NA,NA,NA,NA,3,"DEN",1335.024,70.4088,642392,0,1674032.019,0,1000.851076,57585.75637,1.176540796,5.758576,2.33878,0.889803,40.61386009,15.45178878,31.5,"8/8/2018","12.5",19,0,19,1,"","5:20p-1:30p","","","",20,10,1210,20.16666667,0.94214876,1335.024,"NULL",5.5,70.4088,"N",4,NA,"9.02","EB","Yes","NULL","Evelyn","NULL","King",47.42231021,-121.4713952,4380,1335.024,14.3,5.7870098,231,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",90,"L1064",0.196605180295265,0.213337682042557,0.224207151154811,1.327,20.54,3.09,21.59,3.25,0.383739374581222,0.383739374581222,"Denny","Denny","Denny","Denny",328,16.264462807229,"rainbow"
"64","Denny","TOB_RBT_14",16619,63,0.335,126.56,-16.799,27.6,4.625,"TOB_RBT_14",-16.7392511055315,-17.7345309081804,-2.96871340143594,0.988770177698002,-10.7646247225277,-27.3749749376765,-27.3158970126756,4.1932824235304,4.18990952380952,142,5,"RS mainly","TOB-RBT-14",115.8,22.2,13.1,20.7,2618,"433",NA,"from DENNY, not TOB. Very Gooey and disgusting.",NA,NA,"8/9/2018","1:30p",NA,NA,NA,NA,NA,3,"DEN",1335.024,70.4088,642392,0,1674032.019,0,1000.851076,57585.75637,1.176540796,5.758576,2.33878,0.889803,40.61386009,15.45178878,31.5,"8/8/2018","12.5",19,0,19,1,"","5:20p-1:30p","","","",20,10,1210,20.16666667,0.94214876,1335.024,"NULL",5.5,70.4088,"N",4,NA,"9.02","EB","Yes","NULL","Evelyn","NULL","King",47.42231021,-121.4713952,4380,1335.024,14.3,5.7870098,231,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",90,"L1064",0.196605180295265,0.213337682042557,0.224207151154811,1.327,20.54,3.09,21.59,3.25,0.383739374581222,0.383739374581222,"Denny","Denny","Denny","Denny",328,16.264462807229,"rainbow"
"65","Denny","TOB_RBT_15",16573,17,0.34,127.558,-16.157,27.263,5.364,"TOB_RBT_15",-16.140877282445,-17.7455798612364,-2.97933059040656,0.988741266127866,-10.7542128998279,-26.7293055366559,-26.7133643404871,4.93125917845005,4.92890952380952,143,5,"RS mainly","TOB-RBT-15",113,28.1,18,20.8,2984,"482",NA,"from DENNY, not TOB. Minimal content.",NA,NA,"8/9/2018","1:30p",NA,NA,NA,NA,NA,3,"DEN",1335.024,70.4088,642392,0,1674032.019,0,1000.851076,57585.75637,1.176540796,5.758576,2.33878,0.889803,40.61386009,15.45178878,31.5,"8/8/2018","12.5",19,0,19,1,"","5:20p-1:30p","","","",20,10,1210,20.16666667,0.94214876,1335.024,"NULL",5.5,70.4088,"N",4,NA,"9.02","EB","Yes","NULL","Evelyn","NULL","King",47.42231021,-121.4713952,4380,1335.024,14.3,5.7870098,231,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",90,"L1064",0.196605180295265,0.213337682042557,0.224207151154811,1.327,20.54,3.09,21.59,3.25,0.383739374581222,0.383739374581222,"Denny","Denny","Denny","Denny",328,16.264462807229,"rainbow"
"66","Denny","TOB_RBT_16",16639,83,0.333,127.403,-17.613,27.294,4.362,"TOB_RBT_16",-17.5342832025256,-17.7438638414732,-2.97768162819168,0.988745756290881,-10.7558299265401,-28.1706089320914,-28.0927780326398,3.93064658246968,3.92690952380952,144,6,"RS mainly","TOB-RBT-16",114,30.9,12.8,20.1,3124,"1032",NA,"from DENNY, not TOB. Super full stomach.",NA,NA,"8/9/2018","1:30p",NA,NA,NA,NA,NA,3,"DEN",1335.024,70.4088,642392,0,1674032.019,0,1000.851076,57585.75637,1.176540796,5.758576,2.33878,0.889803,40.61386009,15.45178878,31.5,"8/8/2018","12.5",19,0,19,1,"","5:20p-1:30p","","","",20,10,1210,20.16666667,0.94214876,1335.024,"NULL",5.5,70.4088,"N",4,NA,"9.02","EB","Yes","NULL","Evelyn","NULL","King",47.42231021,-121.4713952,4380,1335.024,14.3,5.7870098,231,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",90,"L1064",0.196605180295265,0.213337682042557,0.224207151154811,1.327,20.54,3.09,21.59,3.25,0.383739374581222,0.383739374581222,"Denny","Denny","Denny","Denny",328,16.264462807229,"rainbow"
"67","Denny","TOB_RBT_17",16615,59,0.337,126.758,-15.916,28.064,5.48,"TOB_RBT_17",-15.8600446861327,-17.7367229850392,-2.97081981768462,0.988764441600742,-10.7625590018706,-26.4997338543881,-26.4444072297175,5.04709856081903,5.04490952380952,145,6,"RS mainly","TOB-RBT-17",112.2,26.8,12.4,18.1,2420,"622",NA,"from DENNY, not TOB. Modest stomach content.",NA,NA,"8/9/2018","1:30p",NA,NA,NA,NA,NA,3,"DEN",1335.024,70.4088,642392,0,1674032.019,0,1000.851076,57585.75637,1.176540796,5.758576,2.33878,0.889803,40.61386009,15.45178878,31.5,"8/8/2018","12.5",19,0,19,1,"","5:20p-1:30p","","","",20,10,1210,20.16666667,0.94214876,1335.024,"NULL",5.5,70.4088,"N",4,NA,"9.02","EB","Yes","NULL","Evelyn","NULL","King",47.42231021,-121.4713952,4380,1335.024,14.3,5.7870098,231,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",90,"L1064",0.196605180295265,0.213337682042557,0.224207151154811,1.327,20.54,3.09,21.59,3.25,0.383739374581222,0.383739374581222,"Denny","Denny","Denny","Denny",328,16.264462807229,"rainbow"
"68","Denny","TOB_RBT_03",16638,82,0.341,135.793,-17.45,27.321,4.63,"TOB_RBT_03",-17.3722315976759,-17.8367503305914,-3.06693835711299,0.988502766739121,-10.6683229485755,-27.9176962281731,-27.8408219473109,4.19827550035665,4.19490952380952,131,5,"RS mainly","TOB-RBT-03",99.1,24.9,11.5,12,1315,"424",NA,"from DENNY, not TOB. Ruptured abdomen, whirling disease? Stomach full.",NA,NA,"8/9/2018","1:30p",NA,NA,NA,NA,NA,3,"DEN",1335.024,70.4088,642392,0,1674032.019,0,1000.851076,57585.75637,1.176540796,5.758576,2.33878,0.889803,40.61386009,15.45178878,31.5,"8/8/2018","12.5",19,0,19,1,"","5:20p-1:30p","","","",20,10,1210,20.16666667,0.94214876,1335.024,"NULL",5.5,70.4088,"N",4,NA,"9.02","EB","Yes","NULL","Evelyn","NULL","King",47.42231021,-121.4713952,4380,1335.024,14.3,5.7870098,231,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",90,"L1064",0.196605180295265,0.213337682042557,0.224207151154811,1.327,20.54,3.09,21.59,3.25,0.383739374581222,0.383739374581222,"Denny","Denny","Denny","Denny",328,16.264462807229,"rainbow"
"69","Denny","TOB_RBT_02",16418,32,0.342,128.301,-18.809,29.082,6.8,"TOB_RBT_02",-19.3651249091339,-17.62612165756,-2.15466936429627,0.943673530012229,-11.6666955549853,-29.4162509809853,-29.9410513371155,6.31297309940544,6.34575,130,5,"RS mainly","TOB-RBT-02",109.8,27.2,13.2,17.3,2349,"696",NA,"from DENNY, not TOB. Stomach full…water beetles? ",NA,NA,"8/9/2018","1:30p",NA,NA,NA,NA,NA,3,"DEN",1335.024,70.4088,642392,0,1674032.019,0,1000.851076,57585.75637,1.176540796,5.758576,2.33878,0.889803,40.61386009,15.45178878,31.5,"8/8/2018","12.5",19,0,19,1,"","5:20p-1:30p","","","",20,10,1210,20.16666667,0.94214876,1335.024,"NULL",5.5,70.4088,"N",4,NA,"9.02","EB","Yes","NULL","Evelyn","NULL","King",47.42231021,-121.4713952,4380,1335.024,14.3,5.7870098,231,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",90,"L1064",0.196605180295265,0.213337682042557,0.224207151154811,1.327,20.54,3.09,21.59,3.25,0.383739374581222,0.383739374581222,"Denny","Denny","Denny","Denny",328,16.264462807229,"rainbow"
"70","Island","ISL_RBT_02",16416,30,0.34,125.367,-15.278,27.73,7.335,"ISL_RBT_02",-15.799367102313,-17.5851584177718,-2.12559041220776,0.944398963460386,-11.6925946179696,-26.1211219817174,-26.6135005327242,6.84480334644148,6.88075,149,6,"RS mainly","ISL-RBT-02",301.9,52.3,22.4,248.1,39235,"6563",2139,"8/17/18. Tail clipped/eaten, 1 large egg in body cavity, maturing eggs ",NA,NA,"8/17/2018","",NA,NA,NA,NA,NA,4,"ISL",1298.448,30.7848,1301600,0,819547.2372,0,1581.182868,74789.21346,1.631013986,7.478921,4.93203,2.070702,65.94574271,27.68717573,60.2,"8/16/2018","10.4",3,0,3,2,"","11:50a-6:30p","6:45p-7:30a","7:30a-6:30p","11:15a-12:20p",54,90,3330,55.5,0.054054054,1298.448,"NULL",5,30.7848,"N",4,NA,"NULL","","Yes","NULL","NULL","NULL","King",47.42118954,-121.5358972,4260,1298.448,17.78,7.19531708,101,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",95,"L2529",0.27527780262523,0.300588415632478,0.318907041385235,1.494,14.44,2.17,15.32,2.31,1.58819399409721,1.58819399409721,"Island","Island","Island","Island",714.8,12.8792792792793,"rainbow"
"71","Island","ISL_RBT_03",16397,11,0.343,133.293,-14.317,28.696,4.885,"ISL_RBT_03",-14.5081679375148,-17.6958178037846,-2.20414520915853,0.942441812581592,-11.6227213938876,-25.1156608246183,-25.2958254821572,4.40931903758482,4.43075,219,9,"RS","ISL-RBT-03",244.8,59.5,29.9,185.4,21862,"4218",93,"Island 8/16/18 only fish; tiny gonad.",NA,NA,"8/16/2018","",NA,NA,NA,NA,NA,4,"ISL",1298.448,30.7848,1301600,0,819547.2372,0,1581.182868,74789.21346,1.631013986,7.478921,4.93203,2.070702,65.94574271,27.68717573,60.2,"8/16/2018","10.4",3,0,3,2,"","11:50a-6:30p","6:45p-7:30a","7:30a-6:30p","11:15a-12:20p",54,90,3330,55.5,0.054054054,1298.448,"NULL",5,30.7848,"N",4,NA,"NULL","","Yes","NULL","NULL","NULL","King",47.42118954,-121.5358972,4260,1298.448,17.78,7.19531708,101,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",95,"L2529",0.27527780262523,0.300588415632478,0.318907041385235,1.494,14.44,2.17,15.32,2.31,1.58819399409721,1.58819399409721,"Island","Island","Island","Island",714.8,12.8792792792793,"rainbow"
"72","Island","ISL_RBT_01",16426,40,0.347,130.56,-15.482,27.092,6.61,"ISL_RBT_01",-16.1771561364173,-17.6576608391148,-2.17705837341964,0.943115749684383,-11.6467819600457,-26.2480999966593,-26.9037126974042,6.12409880606553,6.15575,148,6,"RS mainly","ISL-RBT-01",326,57.5,32,281.3,39008,"7447",2346,"8/17/18. Long, lean and silvery gray fish, liver on opposite? Eggs full",NA,NA,"8/17/2018","",NA,NA,NA,NA,NA,4,"ISL",1298.448,30.7848,1301600,0,819547.2372,0,1581.182868,74789.21346,1.631013986,7.478921,4.93203,2.070702,65.94574271,27.68717573,60.2,"8/16/2018","10.4",3,0,3,2,"","11:50a-6:30p","6:45p-7:30a","7:30a-6:30p","11:15a-12:20p",54,90,3330,55.5,0.054054054,1298.448,"NULL",5,30.7848,"N",4,NA,"NULL","","Yes","NULL","NULL","NULL","King",47.42118954,-121.5358972,4260,1298.448,17.78,7.19531708,101,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",95,"L2529",0.27527780262523,0.300588415632478,0.318907041385235,1.494,14.44,2.17,15.32,2.31,1.58819399409721,1.58819399409721,"Island","Island","Island","Island",714.8,12.8792792792793,"rainbow"
"73","Kulla Kulla","KKL_RBT_03",16697,50,0.335,126.111,-15.772,26.86,6.278,"KKL_RBT_03",-17.0268943916889,-17.7314631751175,-2.09238485253464,0.933558851669512,-11.7466355998171,-26.4707258083486,-27.6422435756202,5.71750869394385,5.72463333333333,110,4,"RS mainly","KKL-RBT-03",193.2,41.2,23.9,87.8,9910,"2243",NA,"8/19/18. stomach content slightly frozen; pine needles",NA,NA,"8/19/2018","",NA,NA,NA,NA,NA,5,"KKL",1147.572,64.008,1390820,0,6195620.368,0,2158.049844,233661.9462,1.259396681,23.366195,9.653675,3.308035,41.31470699,14.15735425,35.6,"8/19/2018","9.4",12,0,12,1,"","11:07a-6:35p","6:35p-12:30p","","",25,23,1523,25.38333333,0.472751149,1147.572,"NULL",5,64.008,"YES",4,NA,"NULL","","Yes","NULL","NULL","NULL","King",47.432065,-121.549001,3765,1147.572,59.53,24.09095758,210,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",136,"L2718",0.269936236969826,0.258168239608622,0.274477486063991,NA,16.78,2.53,17.84,2.68,0.22448438048004,0.22448438048004,"Kulla Kulla","Kulla Kulla","Kulla Kulla","Kulla Kulla",1083.3,42.6776099859065,"rainbow"
"74","Kulla Kulla","KKL_RBT_04",16477,38,0.344,130.351,-12.955,27.699,6.179,"KKL_RBT_04",-12.9473084668263,-17.4655962217091,-2.72219036760735,0.990273220752321,-11.0042877771685,-23.8332773520148,-23.8256606326864,5.74891774619413,5.76222619047619,111,4,"RS mainly","KKL-RBT-04",159,40.2,18.9,53.2,7115,"2242",NA,"8/19/18. tail tip chopped off; pine needles and insects?",NA,NA,"8/19/2018","",NA,NA,NA,NA,NA,5,"KKL",1147.572,64.008,1390820,0,6195620.368,0,2158.049844,233661.9462,1.259396681,23.366195,9.653675,3.308035,41.31470699,14.15735425,35.6,"8/19/2018","9.4",12,0,12,1,"","11:07a-6:35p","6:35p-12:30p","","",25,23,1523,25.38333333,0.472751149,1147.572,"NULL",5,64.008,"YES",4,NA,"NULL","","Yes","NULL","NULL","NULL","King",47.432065,-121.549001,3765,1147.572,59.53,24.09095758,210,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",136,"L2718",0.269936236969826,0.258168239608622,0.274477486063991,NA,16.78,2.53,17.84,2.68,0.22448438048004,0.22448438048004,"Kulla Kulla","Kulla Kulla","Kulla Kulla","Kulla Kulla",1083.3,42.6776099859065,"rainbow"
"75","Kulla Kulla","KKL_RBT_07",16698,51,0.335,129.671,-10.861,28.074,5.851,"KKL_RBT_07",-12.1409922795227,-17.7733276631591,-2.13064043760116,0.933343471583683,-11.7113806572728,-21.8484241021431,-23.0430965399132,5.29181332504501,5.29763333333333,114,4,"RS mainly","KKL-RBT-07",152.9,36.2,18.5,45.8,7241,"2731",NA,"8/20/18. (6:30p on 8/19 -> 12:30p on 8/20) body doesn't seem to have spots; full stomach",NA,NA,"8/20/2018","",NA,NA,NA,NA,NA,5,"KKL",1147.572,64.008,1390820,0,6195620.368,0,2158.049844,233661.9462,1.259396681,23.366195,9.653675,3.308035,41.31470699,14.15735425,35.6,"8/19/2018","9.4",12,0,12,1,"","11:07a-6:35p","6:35p-12:30p","","",25,23,1523,25.38333333,0.472751149,1147.572,"NULL",5,64.008,"YES",4,NA,"NULL","","Yes","NULL","NULL","NULL","King",47.432065,-121.549001,3765,1147.572,59.53,24.09095758,210,"Mt. Baker-Snoqualmie National Forest","Alpine Lakes Wilderness",136,"L2718",0.269936236969826,0.258168239608622,0.274477486063991,NA,16.78,2.53,17.84,2.68,0.22448438048004,0.22448438048004,"Kulla Kulla","Kulla Kulla","Kulla Kulla","Kulla Kulla",1083.3,42.6776099859065,"rainbow"
